# ALPHA_1 0.002
# ALPHA_2 0.001
# BETTA_1 0.004
# BETTA_2 0.001
# GAMMA_1 0.500
# GAMMA_2 0.500
# Y0 200.000
# Z0 29.000
# X_BEG 0.000
# X_END 100.000
# XDOTS_NUM 1000
# DX 0.100
  0.000 200.000  29.000
  0.100 193.765  29.225
  0.200 188.164  29.486
  0.300 183.110  29.780
  0.400 178.529  30.105
  0.501 174.362  30.460
  0.601 170.558  30.842
  0.701 167.074  31.250
  0.801 163.873  31.684
  0.901 160.923  32.141
  1.001 158.199  32.623
  1.101 155.677  33.127
  1.201 153.336  33.654
  1.301 151.159  34.203
  1.401 149.130  34.773
  1.502 147.235  35.365
  1.602 145.462  35.978
  1.702 143.800  36.612
  1.802 142.240  37.267
  1.902 140.772  37.942
  2.002 139.390  38.638
  2.102 138.086  39.354
  2.202 136.853  40.091
  2.302 135.687  40.849
  2.402 134.581  41.627
  2.503 133.531  42.425
  2.603 132.533  43.245
  2.703 131.583  44.085
  2.803 130.677  44.946
  2.903 129.812  45.828
  3.003 128.985  46.731
  3.103 128.193  47.655
  3.203 127.433  48.601
  3.303 126.704  49.568
  3.403 126.002  50.556
  3.504 125.327  51.566
  3.604 124.675  52.598
  3.704 124.046  53.651
  3.804 123.437  54.727
  3.904 122.847  55.825
  4.004 122.275  56.946
  4.104 121.720  58.088
  4.204 121.179  59.254
  4.304 120.652  60.442
  4.404 120.139  61.653
  4.505 119.637  62.887
  4.605 119.146  64.144
  4.705 118.665  65.424
  4.805 118.194  66.727
  4.905 117.730  68.054
  5.005 117.275  69.404
  5.105 116.826  70.778
  5.205 116.384  72.175
  5.305 115.947  73.596
  5.405 115.516  75.041
  5.506 115.089  76.510
  5.606 114.666  78.002
  5.706 114.247  79.518
  5.806 113.831  81.059
  5.906 113.418  82.623
  6.006 113.007  84.210
  6.106 112.598  85.822
  6.206 112.190  87.457
  6.306 111.784  89.116
  6.406 111.379  90.799
  6.507 110.974  92.506
  6.607 110.570  94.235
  6.707 110.166  95.989
  6.807 109.762  97.765
  6.907 109.357  99.565
  7.007 108.952 101.387
  7.107 108.546 103.233
  7.207 108.139 105.101
  7.307 107.730 106.991
  7.407 107.321 108.904
  7.508 106.910 110.838
  7.608 106.497 112.794
  7.708 106.083 114.772
  7.808 105.667 116.771
  7.908 105.249 118.790
  8.008 104.828 120.831
  8.108 104.406 122.891
  8.208 103.982 124.971
  8.308 103.555 127.071
  8.408 103.126 129.189
  8.509 102.694 131.327
  8.609 102.260 133.482
  8.709 101.823 135.656
  8.809 101.384 137.846
  8.909 100.943 140.054
  9.009 100.499 142.278
  9.109 100.052 144.518
  9.209  99.603 146.773
  9.309  99.151 149.043
  9.409  98.697 151.328
  9.510  98.240 153.626
  9.610  97.781 155.938
  9.710  97.319 158.262
  9.810  96.854 160.599
  9.910  96.388 162.946
 10.010  95.919 165.305
 10.110  95.447 167.674
 10.210  94.973 170.052
 10.310  94.497 172.440
 10.410  94.019 174.836
 10.511  93.539 177.239
 10.611  93.057 179.650
 10.711  92.573 182.067
 10.811  92.087 184.490
 10.911  91.599 186.918
 11.011  91.109 189.350
 11.111  90.618 191.786
 11.211  90.125 194.225
 11.311  89.630 196.667
 11.411  89.134 199.110
 11.512  88.637 201.555
 11.612  88.139 203.999
 11.712  87.639 206.444
 11.812  87.139 208.888
 11.912  86.637 211.330
 12.012  86.135 213.770
 12.112  85.632 216.207
 12.212  85.128 218.640
 12.312  84.624 221.070
 12.412  84.119 223.494
 12.513  83.614 225.914
 12.613  83.108 228.327
 12.713  82.603 230.734
 12.813  82.097 233.134
 12.913  81.592 235.526
 13.013  81.086 237.910
 13.113  80.581 240.285
 13.213  80.076 242.650
 13.313  79.572 245.006
 13.413  79.068 247.352
 13.514  78.565 249.686
 13.614  78.062 252.009
 13.714  77.561 254.321
 13.814  77.060 256.620
 13.914  76.560 258.907
 14.014  76.061 261.180
 14.114  75.564 263.440
 14.214  75.068 265.686
 14.314  74.573 267.917
 14.414  74.079 270.134
 14.515  73.587 272.336
 14.615  73.097 274.522
 14.715  72.608 276.693
 14.815  72.121 278.848
 14.915  71.636 280.987
 15.015  71.153 283.109
 15.115  70.671 285.214
 15.215  70.192 287.302
 15.315  69.715 289.373
 15.415  69.240 291.427
 15.516  68.767 293.463
 15.616  68.296 295.481
 15.716  67.828 297.481
 15.816  67.362 299.463
 15.916  66.899 301.426
 16.016  66.438 303.372
 16.116  65.979 305.298
 16.216  65.523 307.207
 16.316  65.070 309.096
 16.416  64.620 310.967
 16.517  64.172 312.818
 16.617  63.727 314.651
 16.717  63.284 316.465
 16.817  62.845 318.261
 16.917  62.408 320.037
 17.017  61.974 321.794
 17.117  61.544 323.532
 17.217  61.116 325.251
 17.317  60.691 326.952
 17.417  60.269 328.633
 17.518  59.850 330.296
 17.618  59.433 331.940
 17.718  59.021 333.565
 17.818  58.611 335.172
 17.918  58.204 336.760
 18.018  57.800 338.329
 18.118  57.399 339.880
 18.218  57.001 341.413
 18.318  56.607 342.928
 18.418  56.215 344.424
 18.519  55.827 345.903
 18.619  55.442 347.363
 18.719  55.060 348.806
 18.819  54.681 350.232
 18.919  54.305 351.640
 19.019  53.932 353.030
 19.119  53.563 354.403
 19.219  53.196 355.760
 19.319  52.833 357.099
 19.419  52.472 358.422
 19.520  52.115 359.728
 19.620  51.761 361.018
 19.720  51.410 362.291
 19.820  51.062 363.548
 19.920  50.717 364.789
 20.020  50.375 366.015
 20.120  50.036 367.225
 20.220  49.700 368.419
 20.320  49.367 369.599
 20.420  49.037 370.763
 20.521  48.710 371.912
 20.621  48.386 373.046
 20.721  48.065 374.166
 20.821  47.747 375.271
 20.921  47.432 376.362
 21.021  47.119 377.439
 21.121  46.810 378.503
 21.221  46.503 379.552
 21.321  46.199 380.588
 21.421  45.898 381.610
 21.522  45.600 382.620
 21.622  45.305 383.616
 21.722  45.012 384.599
 21.822  44.722 385.570
 21.922  44.435 386.528
 22.022  44.151 387.474
 22.122  43.869 388.407
 22.222  43.589 389.329
 22.322  43.313 390.238
 22.422  43.039 391.136
 22.523  42.768 392.023
 22.623  42.499 392.898
 22.723  42.232 393.761
 22.823  41.969 394.614
 22.923  41.707 395.456
 23.023  41.449 396.287
 23.123  41.192 397.107
 23.223  40.938 397.917
 23.323  40.687 398.717
 23.423  40.438 399.507
 23.524  40.191 400.286
 23.624  39.946 401.056
 23.724  39.704 401.816
 23.824  39.464 402.566
 23.924  39.227 403.307
 24.024  38.992 404.039
 24.124  38.758 404.762
 24.224  38.528 405.475
 24.324  38.299 406.180
 24.424  38.072 406.876
 24.525  37.848 407.563
 24.625  37.626 408.242
 24.725  37.405 408.912
 24.825  37.187 409.574
 24.925  36.971 410.228
 25.025  36.757 410.874
 25.125  36.545 411.512
 25.225  36.335 412.143
 25.325  36.127 412.766
 25.425  35.921 413.381
 25.526  35.717 413.989
 25.626  35.514 414.589
 25.726  35.314 415.182
 25.826  35.115 415.769
 25.926  34.918 416.348
 26.026  34.724 416.920
 26.126  34.530 417.486
 26.226  34.339 418.045
 26.326  34.150 418.597
 26.426  33.962 419.143
 26.527  33.776 419.682
 26.627  33.591 420.215
 26.727  33.409 420.742
 26.827  33.228 421.263
 26.927  33.048 421.778
 27.027  32.871 422.287
